"Customer_ID","Year_Birth","Education_Level","Marital_Status","Annual_Income","Kidhome","Teenhome","Dt_Customer","Last_Interaction","Feedback_Complaint","Spend_Wine","Spend_OrganicFood","Spend_Meat","Spend_WellnessProducts","Spend_Treats","Spend_LuxuryGoods","Purchases_Online","Purchases_Catalog","Purchases_Store","Visits_OnlineLastMonth","Promo_Purchases","Accepted_Offer1","Accepted_Offer2","Accepted_Offer3","Accepted_Offer4","Accepted_Offer5","Response_Latest","Age","Total_Spending","Avg_Spend_Per_Purchase","Online_Preference","Promo_Response_Rate","Factor 1","Factor 2","Factor 3","Factor 4","Factor 5"
9422,1989,"Graduation","Married",38360,1,0,"31/05/2013",26,0,36,2,42,20,21,10,2,1,4,3,2,0,0,0,0,0,0,36,131,18.7142857142857,0.285714285714286,0.285714285714286,-0.388745570125616,-0.702200972672606,-0.650614692789009,-0.0107226585828974,-0.564733083453621
1966,1965,"PhD","Married",84618,0,0,"22/11/2013",96,0,684,81,556,21,66,0,6,9,10,2,1,0,0,1,0,0,0,60,1408,56.32,0.24,0.04,1.55005537622393,2.15990999949982,1.23372343426337,-1.12472082102462,-0.565224513023256
6864,1989,"Master","Divorced",10979,0,0,"22/05/2014",34,0,8,4,10,2,2,4,3,0,3,5,2,0,0,0,0,0,0,36,30,5,0.5,0.333333333333333,-0.790476875768056,-1.02418685150518,-1.02851744328372,0.232748950272158,0.843242639367914
3033,1963,"Master","Together",38620,0,0,"11/05/2013",56,0,112,17,44,34,22,89,2,5,3,3,1,0,0,0,0,0,0,62,318,31.8,0.2,0.1,0.0368648598528867,0.587126893427915,-0.529734357281746,-0.95997187587279,-1.09219477108256
5710,1970,"Graduation","Together",40548,0,1,"10/10/2012",31,0,110,0,5,2,0,3,2,1,4,5,2,0,1,0,0,0,0,55,120,17.1428571428571,0.285714285714286,0.285714285714286,-0.869381287650207,-0.658109274471145,-0.634946192703972,0.0172955997516314,-0.498906244127603
7373,1952,"PhD","Divorced",46610,0,2,"29/10/2012",8,0,96,12,96,33,22,43,4,1,6,6,6,0,0,0,0,0,1,73,302,27.4545454545455,0.363636363636364,0.545454545454545,-0.188193999549888,-0.654396191965317,-0.184581043032865,2.36694614575912,0.35916641808008
8755,1946,"Master","Married",68657,0,0,"20/02/2013",4,0,482,34,471,119,68,22,3,5,9,7,1,0,0,0,0,0,0,79,1196,70.3529411764706,0.176470588235294,0.0588235294117647,1.50365784044107,0.692215964634243,0.60284437185299,-1.06110255911569,-1.27036975119536
10738,1951,"Master","Single",49389,1,1,"29/08/2013",55,0,40,0,19,2,1,3,2,0,3,7,1,0,0,0,0,0,0,74,65,13,0.4,0.2,-0.923153423151779,-0.980240449501165,-0.92426525232993,-0.556917205214944,0.149010625901073
4339,1970,"PhD","Married",67353,0,1,"31/12/2013",37,0,702,17,151,0,8,35,5,6,12,2,5,0,0,0,0,0,0,55,913,39.695652173913,0.217391304347826,0.217391304347826,-0.202918201407555,1.28856078559632,1.60640873594951,0.950181687108724,-0.702798022058489
10755,1976,"2n Cycle","Married",23718,1,0,"02/09/2013",76,0,6,3,14,15,7,36,3,1,2,7,3,0,0,0,0,0,0,49,81,13.5,0.5,0.5,-0.671864288840339,-0.848559248876553,-1.40842762592213,1.12088638901009,0.938294743249125
8595,1973,"Graduation","Widow",42429,0,1,"11/02/2014",99,0,55,0,6,2,0,4,1,1,3,5,2,0,0,0,0,0,0,52,67,13.4,0.2,0.4,-0.884993607368389,-0.795603847285362,-1.02986234254035,0.306510406863949,-1.09179856360607
2968,1943,"PhD","Divorced",48948,0,0,"01/02/2013",53,0,437,8,206,120.5,49,42,7,10,5,6,2,1,0,0,0,0,1,82,862.5,39.2045454545455,0.318181818181818,0.0909090909090909,0.918385822099652,2.16208872859002,0.471012702294779,-0.483665503187266,0.477844624932042
8601,1980,"Graduation","Married",80011,0,1,"29/04/2013",3,0,421,76,536,82,81,102,8,6,5,4,2,0,0,0,0,0,0,45,1298,68.3157894736842,0.421052631578947,0.105263157894737,2.01322194303208,1.37774689771592,0.585513073237414,-0.433889911731817,1.19533629339128
503,1985,"Master","Married",20559,1,0,"12/03/2013",88,0,13,1,29,3,0,7,2,0,3,8,2,0,0,0,0,0,0,40,53,10.6,0.4,0.4,-0.92855000630703,-1.11556245523149,-1.18453922267458,0.418960888618643,0.206527905475149
8430,1957,"Graduation","Together",21994,0,1,"24/12/2012",4,0,9,0,6,3,1,3,0,0,3,5,1,0,0,0,0,0,0,68,22,7.33333333333333,0,0.333333333333333,-0.926162597731956,-1.03627799579982,-0.841945744498792,-0.335284827479145,-2.27501247227247
7281,1959,"PhD","Single",65735,0,0,"05/11/2013",80,0,81,11,50,3,2,39,1,3,4,2,1,0,0,0,0,0,0,66,186,23.25,0.125,0.125,-0.50655940040699,-0.00938298553355574,-0.417820341910555,-0.933491505171399,-1.6825573934976
2139,1975,"Master","Married",7500,1,0,"02/10/2013",19,0,3,1,10,3,2,12,2,0,3,5,3,0,0,0,0,0,0,50,31,6.2,0.4,0.6,-0.810629860401973,-1.21370494172076,-1.35739160714767,1.26251402283606,0.163724556654372
1371,1976,"Graduation","Single",79941,0,0,"28/06/2014",72,0,123,81,266,120.5,30,126.5,2,4,9,1,1,0,0,0,0,0,0,49,747,49.8,0.133333333333333,0.0666666666666667,1.77712171920338,0.201694634168842,0.498577356211367,-1.0976573733035,-1.79492297110139
9909,1996,"2n Cycle","Married",7500,0,0,"09/11/2012",24,0,3,18,14,15,22,50,3,1,3,9,3,0,0,0,0,0,1,29,122,17.4285714285714,0.428571428571429,0.428571428571429,-0.404468316248895,-0.807810489336442,-1.03011536578706,0.911223152983229,0.563284606334947
7286,1968,"Graduation","Together",41728,1,0,"24/05/2013",92,0,13,6,15,3,5,13,2,0,2,10,1,0,0,0,0,0,0,57,55,13.75,0.5,0.25,-0.835179105021974,-1.09454514996695,-1.3355106060468,-0.373969214279744,0.698158008082582
7244,1951,"Graduation","Single",58646,2,1,"01/01/2014",96,0,48,5,48,6,10,7,2,1,4,6,3,0,0,0,0,0,0,74,124,17.7142857142857,0.285714285714286,0.428571428571429,-0.676619378996807,-0.773285940823624,-0.810591680367711,0.823677320959678,-0.453368774317345
6566,1954,"PhD","Married",72550,1,1,"08/11/2012",39,0,826,50,317,50,38,38,5,2,12,8,9,0,0,0,0,0,0,71,1319,69.4210526315789,0.263157894736842,0.473684210526316,0.602949105443811,-0.0649519375394035,1.27078920233309,2.15087592681455,-0.226673911980622
8614,1957,"Graduation","Widow",65486,0,1,"12/05/2014",29,0,245,19,125,37,67,14,4,2,10,2,1,0,0,0,0,0,0,68,507,31.6875,0.25,0.0625,0.558966432629595,-0.156577181624486,0.932528547345387,-1.02108978193719,-0.67782932237732
4114,1964,"Master","Married",79143,0,0,"11/08/2012",2,0,650,37,556,27,81,32,6,9,13,3,1,0,0,0,0,0,0,61,1383,49.3928571428571,0.214285714285714,0.0357142857142857,1.37053175493173,2.18608800371103,1.55058613327057,-1.11497723211625,-0.742275508721636
1331,1977,"Graduation","Single",35790,1,0,"02/01/2013",54,0,12,6,20,30,1,3,2,0,3,7,2,0,0,0,0,0,0,48,72,14.4,0.4,0.4,-0.653431405387505,-1.14412767919208,-1.19036933740785,0.403788152614043,0.171496451908585
2225,1977,"Graduation","Divorced",82582,0,0,"07/06/2014",54,0,510,81,550,120.5,40,126.5,4,9,7,1,1,1,0,0,1,0,1,48,1428,71.4,0.2,0.05,2.20192504409893,1.96831525885651,0.427691155807501,-1.14813904673607,-1.11633987132177
9381,1978,"Graduation","Married",66373,1,1,"12/06/2013",57,0,328,9,124,12,24,109,4,2,10,3,7,0,0,0,0,0,0,47,606,37.875,0.25,0.4375,-0.0780525008029374,-0.156234602152026,0.834986837994264,2.00104172885485,-0.483616686702903
6260,1955,"Master","Together",82384,0,0,"19/11/2012",55,0,984,51,432,120.5,81,126.5,3,10,13,1,1,0,0,1,0,0,1,70,1795,69.0384615384615,0.115384615384615,0.0384615384615385,2.2124252816897,1.94977972645505,1.23572165977662,-1.20791199789891,-2.00110112989716
10383,1966,"Graduation","Divorced",70287,0,0,"02/04/2013",30,0,295,35,482,120.5,81,40,5,5,10,3,1,0,0,0,0,0,1,59,1053.5,52.675,0.25,0.05,1.88219446800071,0.795311367009099,0.993157815206268,-1.06927275979972,-0.589463614820749
7437,1988,"Graduation","Single",27938,1,0,"28/04/2014",31,0,13,0,8,2,1,5,1,0,4,3,1,0,0,0,0,0,0,37,29,5.8,0.2,0.2,-0.804559420867824,-0.962623746640721,-0.604957445138907,-0.673646283716201,-1.18940476104916
8557,1982,"Graduation","Single",42618,1,0,"17/06/2013",57,0,11,3,22,2,2,6,2,0,3,6,2,0,0,0,0,0,0,43,46,9.2,0.4,0.4,-0.833895763838722,-1.11376642706177,-1.16861750336707,0.393718329080692,0.155144371762622
8375,1968,"PhD","Married",55954,0,1,"03/03/2014",63,0,447,0,28,0,0,43,8,2,6,7,3,0,0,0,0,0,0,57,518,32.375,0.5,0.1875,-0.862739011148897,0.29555699810178,0.72758564087843,0.307567590741726,1.89637395402197
6853,1982,"Master","Single",75777,0,0,"04/07/2013",12,0,712,26,538,69,13,80,3,6,11,1,1,0,1,1,0,0,1,43,1438,71.9,0.15,0.05,0.934132790829268,1.21792166277715,1.06292016811587,-1.1600556174167,-1.65011068966628
3076,1975,"Graduation","Together",66653,1,1,"07/09/2012",18,0,452,18,102,16,18,6,4,2,12,3,4,0,0,0,0,0,0,50,612,34,0.222222222222222,0.222222222222222,-0.163131466514072,-0.0747076112972941,1.3491637150446,0.595251590218698,-0.784093557688977
1012,1952,"Graduation","Single",61823,0,1,"18/02/2013",26,0,523,7,134,37,14,126.5,8,2,10,7,4,0,0,0,0,0,0,73,841.5,42.075,0.4,0.2,-0.130811956365697,0.340225954188905,1.55392419356386,0.712056311905699,1.22866157100911
6518,1951,"PhD","Widow",67680,0,1,"11/06/2013",8,0,546,0,48,0,6,6,7,3,8,5,1,0,0,0,0,0,0,74,606,33.6666666666667,0.388888888888889,0.0555555555555556,-0.714455595940761,0.57116239092918,1.03966102350278,-0.915863779181741,0.8830322852819
4137,1948,"Graduation","Together",70666,0,0,"06/12/2013",29,0,398,40,367,119,81,30,7,4,4,4,1,0,0,0,0,0,0,77,1035,69,0.466666666666667,0.0666666666666667,1.62274669835819,0.663213137424914,0.180227252527781,-0.929478476978351,1.27819381954982
8082,1971,"Graduation","Married",25721,1,0,"21/05/2013",75,0,1,3,6,3,6,15,1,1,2,7,1,0,0,0,0,0,1,54,34,8.5,0.25,0.25,-0.848952410371744,-0.761707651776403,-1.12665345066527,-0.472699496815822,-0.78611151279213
1386,1967,"Graduation","Together",32474,1,1,"11/05/2014",0,0,10,0,1,0,0,0,1,0,2,7,1,0,0,0,0,0,0,58,11,3.66666666666667,0.333333333333333,0.333333333333333,-0.985000182505288,-1.14135162321774,-1.37649914060996,-0.206782467412337,-0.35047825363056
9369,1979,"2n Cycle","Single",88194,0,1,"19/03/2014",19,0,688,14,309,120.5,24,38,11,10,10,5,1,1,0,0,1,0,1,46,1193.5,38.5,0.354838709677419,0.032258064516129,0.944640379286559,2.41807700645053,1.56652522810754,-0.994602378450017,0.826899759202101
4477,1958,"Graduation","Together",69096,0,1,"27/09/2013",4,0,247,49,159,7,81,109,5,2,10,4,1,0,0,0,0,0,0,67,652,38.3529411764706,0.294117647058824,0.0588235294117647,0.859126524381008,-0.0882334510713514,1.06818907935563,-0.962724490853234,-0.178670925627402
1357,1970,"Graduation","Together",74854,1,2,"08/04/2013",90,0,856,59,487,58,29,73,2,5,5,5,7,0,0,0,0,0,0,55,1562,130.166666666667,0.166666666666667,0.583333333333333,0.924253074283561,0.618009699051673,-0.358610082117523,2.26832710359297,-1.26182407357844
1402,1954,"Master","Married",66991,0,0,"11/09/2012",1,0,496,36,460,120.5,60,12,4,8,6,3,3,0,0,0,0,0,0,71,1184.5,65.8055555555556,0.222222222222222,0.166666666666667,1.58218919442781,1.63270687346329,0.235593236866897,-0.0288066835706821,-0.816471018539964
10629,1973,"2n Cycle","Married",39922,1,0,"14/09/2012",25,0,25,3,43,17,4,17,3,0,3,8,3,0,0,0,0,0,0,52,109,18.1666666666667,0.5,0.5,-0.729713666469805,-1.13106875142005,-1.24229175425508,1.13409955204866,0.94295668508575
6312,1959,"Graduation","Married",65031,0,1,"17/03/2013",29,0,258,81,291,84,37,86,10,3,13,7,4,0,0,0,0,0,0,66,837,32.1923076923077,0.384615384615385,0.153846153846154,1.32868904246385,0.499057422705289,1.98688490149119,0.575846386589788,1.19558126895398
8132,1975,"PhD","Married",60631,1,1,"05/04/2013",88,0,565,6,65,0,6,19,9,2,8,7,5,0,1,0,0,0,0,50,661,34.7894736842105,0.473684210526316,0.263157894736842,-0.753580017178849,0.408270773270386,1.33534761717009,1.29571641935565,1.95052978884093
1050,1952,"Graduation","Married",28332,0,0,"30/04/2014",58,0,14,10,13,4,15,9,2,1,4,2,1,0,0,0,0,0,0,73,65,9.28571428571429,0.285714285714286,0.142857142857143,-0.476841899880615,-0.625019158603979,-0.491589744637413,-0.815403803353776,-0.612644309220632
5846,1977,"Graduation","Divorced",40246,1,0,"19/12/2012",68,0,2,1,6,2,1,1,1,0,2,6,1,0,0,0,0,0,0,48,13,4.33333333333333,0.333333333333333,0.333333333333333,-0.907766705619259,-1.14145314364929,-1.37171215538027,-0.219848013959551,-0.377555401541271
1859,1972,"Master","Married",75251,0,0,"27/08/2012",34,0,721,81,556,97,18,18,7,6,5,5,1,0,0,0,0,0,1,53,1491,82.8333333333333,0.388888888888889,0.0555555555555556,1.39663779131664,1.43431795758558,0.494029031208499,-0.996046678851425,0.796366455204726
7503,1976,"Graduation","Single",75825,0,0,"12/10/2012",40,0,1032,81,556,120.5,81,51,5,8,9,4,0,1,0,0,0,0,1,49,1921.5,87.3409090909091,0.227272727272727,0,2.33557378670656,1.82215492176798,0.957082131007403,-1.62871626388943,-0.795930044772044
10401,1976,"2n Cycle","Together",26326,0,0,"04/09/2013",12,1,1,0,5,0,3,9,0,0,3,3,1,0,0,0,0,0,0,49,18,6,0,0.333333333333333,-0.848189146179214,-1.02764299988235,-0.825540745113789,-0.359363266519807,-2.32472648163529
1618,1965,"Graduation","Together",56046,0,0,"02/01/2013",9,0,577,0,64,0,0,51,10,1,8,8,2,1,0,0,0,0,1,60,692,36.4210526315789,0.526315789473684,0.105263157894737,-0.856198272007534,0.179319954516446,1.30077429307223,-0.274551162363707,2.06522036921776
3332,1985,"Graduation","Single",29760,1,0,"29/08/2012",87,0,64,4,68,7,5,17,3,1,4,8,4,0,0,0,0,0,0,40,165,20.625,0.375,0.5,-0.758565897796005,-0.740283046180615,-0.808681308108932,1.47936959811379,0.289075761769197
2261,1969,"Graduation","Married",26304,1,0,"23/06/2013",5,0,4,1,5,2,0,4,1,0,2,7,1,0,0,0,0,0,0,56,16,5.33333333333333,0.333333333333333,0.333333333333333,-0.950370984546096,-1.14376987735346,-1.37839402362636,-0.206478798942352,-0.351326421267187
5346,1973,"2n Cycle","Married",23559,1,0,"03/07/2013",87,0,25,5,19,7,0,23,3,0,3,7,3,0,0,0,0,0,0,52,79,13.1666666666667,0.5,0.5,-0.801351522439643,-1.12184205486721,-1.22635162173195,1.12526414663999,0.924540767454056
4119,1963,"Master","Together",38620,0,0,"11/05/2013",56,0,112,17,44,34,22,89,2,5,3,3,1,0,0,0,0,0,0,62,318,31.8,0.2,0.1,0.0368648598528867,0.587126893427915,-0.529734357281746,-0.95997187587279,-1.09219477108256
535,1987,"Graduation","Divorced",81361,0,0,"25/02/2014",18,0,163,23,424,27,65,76,3,10,13,1,1,0,0,0,0,0,0,38,778,29.9230769230769,0.115384615384615,0.0384615384615385,1.15440396935238,1.80659567085986,1.05383408285551,-1.18063586488928,-1.93870972752448
5268,1960,"Graduation","Married",29440,1,1,"11/08/2013",95,0,17,8,14,10,4,3,1,0,4,7,2,0,0,0,0,0,0,65,56,11.2,0.2,0.4,-0.779581219832019,-1.12764372785648,-0.885856798949395,0.337655467464558,-1.0629043279529
273,1970,"Master","Married",36138,1,1,"16/07/2013",48,0,130,0,16,0,0,5,3,1,4,7,5,0,1,0,0,0,0,55,151,18.875,0.375,0.625,-0.945493671458555,-0.741900626126055,-0.802888822605631,2.05571128692207,0.298678632709358
4452,1957,"Graduation","Single",50388,0,1,"28/05/2014",3,0,292,6,37,0,3,34,6,1,6,7,4,0,1,0,1,0,1,68,372,28.6153846153846,0.461538461538462,0.307692307692308,-0.786210515162262,-0.287802862642062,0.299309068659829,0.993405395626194,1.29289574909494
8504,1973,"Graduation","Married",79593,0,0,"12/05/2014",70,0,350,60,556,110,81,126.5,5,6,7,2,1,0,0,1,0,0,0,52,1283.5,71.3055555555556,0.277777777777778,0.0555555555555556,2.23920550579588,1.13653961612674,0.521808555140735,-1.0673717641195,-0.379273802628705
771,1967,"Graduation","Together",54178,0,1,"21/01/2014",79,0,135,9,39,4,0,7,2,2,5,2,1,0,0,0,0,0,0,58,194,21.5555555555556,0.222222222222222,0.111111111111111,-0.592627149368798,-0.237284089963478,-0.18835667706748,-0.928543737852849,-0.998326727315223
8996,1957,"PhD","Married",38620,2,1,"19/11/2012",4,0,230,42,192,49,37,53,7,2,8,9,12,0,0,0,0,0,0,68,603,35.4705882352941,0.411764705882353,0.705882352941177,0.440501251920095,-0.165614186398492,0.510200381390624,2.52918249203662,1.19571719172185
9235,1957,"Graduation","Single",49572,1,1,"27/05/2014",45,0,7,0,8,2,0,1,1,0,2,7,1,0,0,0,0,0,0,68,18,6,0.333333333333333,0.333333333333333,-0.961542094172984,-1.14133808447946,-1.37839635867967,-0.207268336759561,-0.351707455744961
5798,1973,"Master","Together",75127,0,0,"23/11/2013",87,0,445,37,359,98,28,18,2,4,8,1,1,0,0,0,0,0,0,52,985,70.3571428571429,0.142857142857143,0.0714285714285714,1.05012971055173,0.390664927593811,0.401267856718887,-1.11665872456395,-1.7086868822618
11178,1972,"Master","Single",42394,1,0,"23/03/2014",69,0,15,2,10,0,1,4,1,0,3,7,1,0,0,0,0,0,0,53,32,8,0.25,0.25,-0.948769882892869,-1.03784753624533,-0.948293219845231,-0.468047300624183,-0.8002415060461
2230,1970,"PhD","Married",23626,1,0,"24/05/2014",84,0,27,2,14,0,0,0,3,1,3,5,3,0,0,0,0,0,0,55,43,6.14285714285714,0.428571428571429,0.428571428571429,-0.841959655249909,-0.736638822590786,-1.00015359178832,0.867207149910841,0.499000700021953
7516,1983,"Graduation","Married",30096,1,0,"22/05/2014",30,0,5,3,11,12,5,9,2,0,3,6,1,0,0,0,0,0,0,42,45,9,0.4,0.2,-0.741988434930771,-1.00414049990292,-0.929297611440001,-0.568144579127782,0.120682885952648
7247,1960,"Graduation","Widow",47916,0,1,"22/11/2012",72,0,505,0,26,0,0,75,7,4,6,6,5,0,1,0,0,0,0,65,606,35.6470588235294,0.411764705882353,0.294117647058824,-0.767915893430604,0.800991982936492,0.667863756773896,1.32061647934205,1.19841481642197
11100,1972,"Graduation","Divorced",51813,1,1,"11/04/2013",37,0,51,2,7,0,1,2,2,0,3,7,2,0,0,0,0,0,0,53,63,12.6,0.4,0.4,-0.930143825668448,-1.10759317186522,-1.16503537072869,0.406140616261447,0.182191161258142
4646,1951,"2n Cycle","Married",78497,0,0,"01/12/2013",44,0,207,26,447,75,0,126.5,5,7,12,2,1,0,0,0,1,0,0,74,881.5,36.7291666666667,0.208333333333333,0.0416666666666667,0.91746284298966,1.48854730910654,1.33199637959731,-1.08510496237892,-0.914446667150243
